loan_account_no,product_description,loan_origination_date,bureau_score,down_payment_amount,branch_name,res_years_at_current_city,res_years_at_current_address,interest_rate,loan_asset_cost,gender,channel,age,number_of_installments,res_city,res_province,total_income,asset_model,industry,nature_of_business,marital_status,manufacturer,occupation_type,res_resident_status,years_in_occupation,has_existing_loan,number_of_dependents,days_past_due,label_determination_date,label_is_mature,TARGET
PH12320240459584867863,Motorcycle Loan,2025-11-04,725,10000,Davao,29,6,16.79,93385,Male,DEALER,51,24,Davao City,Davao del Sur,54904,Skydrive 125,Government,Services,Single,Suzuki,Employed,Owned,1,Yes,0,34,2026-06-02,True,0
PH17864230369295879832,Motorcycle Loan,2026-02-05,-1,23500,Cubao QC,15,10,13.22,144721,Male,DEALER,18,18,Quezon City,Metro Manila,24645,Sniper 150,Remittance-dependent,Services,Married,Yamaha,OFW Dependent,Owned,0,Yes,0,263,2026-07-04,False,1
PH11061400001170847341,Motorcycle Loan,2025-06-28,-1,20500,Davao,18,0,23.71,109777,Male,ONLINE,22,18,Davao City,Davao del Sur,15657,NMAX 155,Transport,Services,Single,Yamaha,Tricycle/Jeepney Driver,Living with Parents,0,No,3,204,2025-11-21,True,1
PH14149118290497024424,Motorcycle Loan,2026-03-02,736,10000,Cebu City,27,25,16.07,80027,Female,DEALER,31,24,Cebu City,Cebu,14629,TMX 125 Alpha,Retail,Trading,Married,Honda,Sari-sari Store Owner,Rented,12,No,0,11,2026-09-12,False,0
PH15616405466082905240,Motorcycle Loan,2025-10-07,-1,15000,Quiapo Manila,17,10,16.0,105036,Female,DEALER,19,24,Manila,Metro Manila,10282,Click 125i,Retail,Trading,Married,Honda,Sari-sari Store Owner,Owned,0,No,1,145,2026-01-14,True,1
PH12892080411352936620,Motorcycle Loan,2026-05-16,583,11500,Cubao QC,27,2,16.86,71911,Male,DEALER,44,36,Quezon City,Metro Manila,12241,CT100,Construction,Services,Single,Kawasaki,Construction Worker,Owned,3,No,1,0,2026-10-25,False,0
PH16519639367299144952,Motorcycle Loan,2025-05-22,-1,16500,Cubao QC,9,7,24.45,103236,Male,DEALER,39,12,Quezon City,Metro Manila,11138,TMX 125,Transport,Services,Married,TMX,Tricycle/Jeepney Driver,Living with Parents,0,No,4,23,2025-09-25,True,0
PH15735126428991135261,Motorcycle Loan,2025-07-17,-1,14500,Quiapo Manila,26,23,20.05,103937,Female,DEALER,54,24,Manila,Metro Manila,27296,TMX 125,BPO,Services,Live-in,TMX,Other Self Employed,Rented,16,No,3,200,2025-12-10,True,1
PH16880315083018350876,Motorcycle Loan,2025-12-01,737,8000,Davao,26,24,17.54,75831,Male,DEALER,49,36,Davao City,Davao del Sur,19309,Mio i 125,Construction,Services,Single,Yamaha,Construction Worker,Living with Parents,9,No,2,0,2026-05-14,True,0
PH17941161120046802010,Motorcycle Loan,2025-10-27,761,14000,Iloilo,29,5,20.5,117413,Male,ONLINE,29,24,Iloilo City,Iloilo,28105,NMAX 155,BPO,Services,Single,Yamaha,Employed,Rented,1,No,6,11,2026-05-23,True,0
PH16992054175381206168,Motorcycle Loan,2025-12-10,765,20500,Cebu City,28,7,14.33,106160,Male,DEALER,55,24,Cebu City,Cebu,13293,Click 125i,Transport,Services,Live-in,Honda,Tricycle/Jeepney Driver,Owned,5,Yes,0,6,2026-04-29,True,0
PH12595167563814148039,Motorcycle Loan,2024-09-26,-1,27000,Quiapo Manila,2,1,18.53,156199,Female,DIRECT,53,12,Manila,Metro Manila,14515,TMX 125 Alpha,Transport,Services,Live-in,Honda,Tricycle/Jeepney Driver,Living with Parents,1,Yes,5,148,2025-02-10,True,1
PH16239986891601431695,Motorcycle Loan,2025-06-05,-1,22500,Iloilo,15,10,22.36,120217,Male,DEALER,20,18,Iloilo City,Iloilo,13683,Raider R150,Transport,Services,Married,Suzuki,Tricycle/Jeepney Driver,Living with Parents,2,Yes,0,148,2025-11-02,True,1
PH18715557964090830351,Motorcycle Loan,2026-01-10,744,10000,Caloocan,15,10,17.05,91250,Male,DIRECT,51,24,Caloocan,Metro Manila,23686,Mio i 125,Retail,Trading,Married,Yamaha,Sari-sari Store Owner,Rented,2,No,0,3,2026-08-04,False,0
PH12786617266926990806,Motorcycle Loan,2024-12-16,-1,25500,Cagayan de Oro,14,1,20.44,157631,Male,DEALER,26,24,Cagayan de Oro,Misamis Oriental,13893,Mio i 125,Transport,Services,Live-in,Yamaha,Tricycle/Jeepney Driver,Living with Parents,8,No,4,152,2025-03-20,True,1
PH11555545414017431600,Motorcycle Loan,2025-08-30,-1,8500,Cebu City,15,12,24.61,65698,Male,DEALER,30,24,Cebu City,Cebu,17516,Sniper 150,Retail,Trading,Single,Yamaha,Sari-sari Store Owner,Owned,6,No,1,1,2026-02-21,True,0
PH19315896117441412342,Motorcycle Loan,2024-12-07,643,11500,Cagayan de Oro,30,22,19.31,82055,Female,DEALER,54,36,Cagayan de Oro,Misamis Oriental,12920,Mio Aerox,Construction,Services,Widowed/Separated,Yamaha,Construction Worker,Owned,11,No,2,5,2025-04-30,True,0
PH10105381150926750590,Motorcycle Loan,2026-01-20,691,14500,Iloilo,15,4,13.14,118701,Male,DEALER,44,36,Iloilo City,Iloilo,24564,Mio Aerox,Manufacturing,Manufacturing,Single,Yamaha,Employed,Living with Parents,0,No,6,3,2026-06-08,False,0
PH10156285050629803568,Motorcycle Loan,2025-12-24,573,14500,Cubao QC,13,10,12.38,133586,Male,DEALER,41,18,Quezon City,Metro Manila,13159,Click 125i,Construction,Services,Married,Honda,Construction Worker,Rented,16,No,0,18,2026-04-23,True,0
PH19486714994749354375,Motorcycle Loan,2025-09-19,-1,11000,General Santos,29,20,17.82,83868,Female,ONLINE,42,18,General Santos,South Cotabato,31598,Storm 200,Government,Services,Live-in,Rusi,Employed,Owned,7,No,4,1,2026-03-05,True,0
PH16428807255580146856,Motorcycle Loan,2025-11-29,-1,7500,Quiapo Manila,29,5,20.63,71075,Male,DIRECT,50,24,Manila,Metro Manila,20266,Uno 100,Construction,Services,Widowed/Separated,Rusi,Construction Worker,Rented,1,No,3,15,2026-06-04,True,0
PH11383060408820632411,Motorcycle Loan,2026-01-11,604,9500,Caloocan,6,0,19.54,61954,Male,DEALER,21,18,Caloocan,Metro Manila,24201,TMX 125,BPO,Services,Married,TMX,Employed,Owned,3,No,0,6,2026-08-02,False,0
PH12011474765750259141,Motorcycle Loan,2025-07-16,-1,18000,Iloilo,14,1,19.46,119131,Female,DIRECT,56,24,Iloilo City,Iloilo,22176,Sniper 150,Manufacturing,Manufacturing,Single,Yamaha,Employed,Owned,12,No,1,4,2025-12-23,True,0
PH14235137349426504018,Motorcycle Loan,2026-03-23,-1,16500,Cebu City,19,11,16.15,127647,Female,DIRECT,20,36,Cebu City,Cebu,19029,Skydrive 125,Retail,Trading,Single,Suzuki,Sari-sari Store Owner,Owned,1,No,1,1,2026-08-27,False,0
PH10646548284375113315,Motorcycle Loan,2024-06-08,592,5500,General Santos,6,1,14.62,51904,Male,ONLINE,33,24,General Santos,South Cotabato,13737,Storm 200,Transport,Services,Married,Rusi,Tricycle/Jeepney Driver,Rented,7,Yes,2,3,2024-10-21,True,0
PH11348173778253251739,Motorcycle Loan,2024-06-18,668,12500,Cagayan de Oro,30,16,23.48,95263,Female,DIRECT,41,36,Cagayan de Oro,Misamis Oriental,9260,Beat 110,Transport,Services,Married,Honda,Tricycle/Jeepney Driver,Living with Parents,10,No,6,154,2024-09-24,True,1
PH18766015576206098483,Motorcycle Loan,2026-01-20,576,12000,Cagayan de Oro,12,11,14.27,108059,Male,DEALER,55,24,Cagayan de Oro,Misamis Oriental,13368,Raider R150,Retail,Trading,Married,Suzuki,Sari-sari Store Owner,Living with Parents,9,Yes,3,0,2026-07-23,False,0
PH11983346656863295215,Motorcycle Loan,2024-06-29,622,15500,Davao,28,28,20.47,97352,Female,DEALER,29,24,Davao City,Davao del Sur,12481,ADV 160,Transport,Services,Married,Honda,Tricycle/Jeepney Driver,Owned,2,No,0,1,2024-12-12,True,0
PH10023960106125901927,Motorcycle Loan,2024-06-14,652,22500,Davao,11,3,12.3,137911,Male,ONLINE,33,18,Davao City,Davao del Sur,18972,Beat 110,Retail,Trading,Married,Honda,Other Self Employed,Owned,2,Yes,4,7,2024-10-13,True,0
PH17362660142361931552,Motorcycle Loan,2024-08-26,-1,16500,Cagayan de Oro,30,22,24.8,87772,Male,DEALER,25,24,Cagayan de Oro,Misamis Oriental,18093,Mio Aerox,Retail,Trading,Married,Yamaha,Sari-sari Store Owner,Owned,7,No,1,1,2025-01-21,True,0
PH19957807680646500625,Motorcycle Loan,2026-04-02,557,6500,Cagayan de Oro,1,0,15.32,57774,Male,ONLINE,24,24,Cagayan de Oro,Misamis Oriental,17117,NMAX 155,Transport,Services,Single,Yamaha,Tricycle/Jeepney Driver,Rented,4,Yes,4,20,2026-10-27,False,0
PH12431999695910859684,Motorcycle Loan,2026-02-10,664,12000,Cubao QC,10,1,14.82,80240,Male,ONLINE,53,36,Quezon City,Metro Manila,16702,Beat 110,Transport,Services,Single,Honda,Tricycle/Jeepney Driver,Owned,12,Yes,0,1,2026-09-07,False,0
PH14036391457785826510,Motorcycle Loan,2025-12-22,693,20500,Quiapo Manila,11,7,20.51,138883,Male,DEALER,35,24,Manila,Metro Manila,25732,TMX 125 Alpha,BPO,Services,Married,Honda,Other Self Employed,Living with Parents,17,No,4,3,2026-06-06,False,0
PH17053074016985932032,Motorcycle Loan,2026-04-23,-1,9000,Cagayan de Oro,25,12,12.2,73192,Female,DEALER,19,18,Cagayan de Oro,Misamis Oriental,8711,CT100,Transport,Services,Married,Kawasaki,Tricycle/Jeepney Driver,Owned,1,No,1,163,2026-09-17,False,1
PH14400341403273710033,Motorcycle Loan,2025-09-14,-1,8500,Quiapo Manila,21,15,22.26,54207,Female,DEALER,36,24,Manila,Metro Manila,43418,TMX 125,Government,Services,Married,TMX,Employed,Rented,17,No,1,14,2026-04-10,True,0
PH16623982589298842114,Motorcycle Loan,2025-06-10,-1,19000,Cebu City,12,3,22.28,107867,Female,DEALER,52,24,Cebu City,Cebu,14769,Uno 100,Transport,Services,Married,Rusi,Tricycle/Jeepney Driver,Living with Parents,14,Yes,1,200,2025-10-21,True,1
PH15682204852968619002,Motorcycle Loan,2025-03-23,689,10500,Cubao QC,20,17,20.38,97454,Male,DIRECT,54,12,Quezon City,Metro Manila,14156,Sniper 150,Transport,Services,Married,Yamaha,Tricycle/Jeepney Driver,Owned,17,No,5,1,2025-07-24,True,0
PH11036195578292566272,Motorcycle Loan,2026-02-25,659,12000,Davao,29,8,19.71,108344,Male,DIRECT,29,36,Davao City,Davao del Sur,26798,Click 125i,BPO,Services,Married,Honda,Other Self Employed,Living with Parents,3,No,1,2,2026-07-09,False,0
PH12440923061275009195,Motorcycle Loan,2026-03-07,718,5500,Quiapo Manila,28,23,21.11,46286,Male,DEALER,51,24,Manila,Metro Manila,16081,NMAX 155,Construction,Services,Widowed/Separated,Yamaha,Construction Worker,Owned,5,No,5,12,2026-08-13,False,0
PH10114180869868449046,Motorcycle Loan,2024-07-14,-1,6500,Davao,23,10,23.38,60369,Female,DEALER,45,12,Davao City,Davao del Sur,34265,Beat 110,Remittance-dependent,Services,Single,Honda,OFW Dependent,Living with Parents,9,Yes,3,8,2025-01-05,True,0
PH19183819535891694287,Motorcycle Loan,2025-04-02,676,14000,Quiapo Manila,4,3,17.05,81107,Male,ONLINE,32,18,Manila,Metro Manila,37234,Sniper 150,Remittance-dependent,Services,Live-in,Yamaha,OFW Dependent,Living with Parents,2,Yes,1,0,2025-10-28,True,0
PH11509792230357685676,Motorcycle Loan,2024-07-14,698,10000,Quiapo Manila,15,5,23.48,76317,Male,DIRECT,34,24,Manila,Metro Manila,13707,TMX 125 Alpha,Retail,Trading,Married,Honda,Sari-sari Store Owner,Owned,9,No,6,2,2024-12-04,True,0
PH19090963773819071114,Motorcycle Loan,2025-01-28,-1,25000,Cebu City,30,11,22.38,152870,Male,DEALER,18,18,Cebu City,Cebu,18433,Click 125i,Construction,Services,Single,Honda,Construction Worker,Living with Parents,0,Yes,3,6,2025-07-12,True,0
PH19109611544167038950,Motorcycle Loan,2026-03-28,754,23000,Quiapo Manila,27,11,16.15,139766,Female,DIRECT,58,18,Manila,Metro Manila,26205,Raider R150,Remittance-dependent,Services,Single,Suzuki,OFW Dependent,Living with Parents,8,Yes,4,5,2026-10-10,False,0
PH12485869354565166105,Motorcycle Loan,2025-08-17,-1,8000,Cubao QC,25,4,24.03,47665,Male,DIRECT,55,18,Quezon City,Metro Manila,12032,NMAX 155,Retail,Trading,Married,Yamaha,Sari-sari Store Owner,Living with Parents,11,Yes,2,195,2025-12-23,True,1
PH14702812596341183012,Motorcycle Loan,2025-09-07,753,15000,Quiapo Manila,30,4,22.43,113657,Male,DEALER,29,24,Manila,Metro Manila,18256,Smash 115,Construction,Services,Single,Suzuki,Construction Worker,Living with Parents,9,Yes,3,9,2026-03-26,True,0
PH11386723897361551573,Motorcycle Loan,2025-10-20,-1,15000,Cubao QC,30,4,15.11,96506,Female,DEALER,42,24,Quezon City,Metro Manila,13641,Storm 200,Transport,Services,Single,Rusi,Tricycle/Jeepney Driver,Rented,20,No,4,186,2026-01-24,True,1
PH12066148687190227525,Motorcycle Loan,2025-04-25,-1,11500,Davao,14,8,18.81,78014,Male,ONLINE,43,36,Davao City,Davao del Sur,25493,Click 125i,Retail,Trading,Single,Honda,Other Self Employed,Rented,5,Yes,4,3,2025-09-27,True,0
PH13371186982350819195,Motorcycle Loan,2024-09-11,665,21500,Davao,1,1,20.23,116889,Male,DEALER,50,18,Davao City,Davao del Sur,14939,Mio Aerox,Construction,Services,Married,Yamaha,Construction Worker,Living with Parents,8,No,6,132,2025-01-10,True,1
PH18557959511100928537,Motorcycle Loan,2025-08-17,-1,20500,Iloilo,23,17,13.38,125551,Male,DEALER,51,24,Iloilo City,Iloilo,16049,Sniper 150,Construction,Services,Married,Yamaha,Construction Worker,Owned,7,No,0,125,2025-12-23,True,1
PH13516600113482990158,Motorcycle Loan,2026-02-24,-1,13500,Cubao QC,7,2,21.35,126527,Female,DIRECT,46,24,Quezon City,Metro Manila,12655,Mio i 125,Retail,Trading,Married,Yamaha,Sari-sari Store Owner,Living with Parents,9,No,0,3,2026-07-27,False,0
PH16499881685190374061,Motorcycle Loan,2026-05-29,626,17000,Iloilo,22,18,20.75,88984,Male,DEALER,35,36,Iloilo City,Iloilo,9919,Click 125i,Transport,Services,Married,Honda,Tricycle/Jeepney Driver,Rented,15,No,4,128,2026-08-30,False,1
PH14479301415387915875,Motorcycle Loan,2026-03-23,-1,22000,Cubao QC,0,0,23.14,129979,Male,DIRECT,22,18,Quezon City,Metro Manila,11513,Flash 115,Transport,Services,Married,Rusi,Tricycle/Jeepney Driver,Owned,1,No,3,221,2026-08-03,False,1
PH16389974319133414112,Motorcycle Loan,2024-07-02,-1,8500,Caloocan,15,8,20.86,58790,Male,DEALER,42,24,Caloocan,Metro Manila,19233,Click 125i,Retail,Trading,Single,Honda,Sari-sari Store Owner,Owned,8,Yes,4,175,2024-10-02,True,1
PH15334492221175068603,Motorcycle Loan,2026-06-01,-1,10500,Quiapo Manila,23,12,14.51,73143,Female,DEALER,42,12,Manila,Metro Manila,19693,Beat 110,Retail,Trading,Married,Honda,Sari-sari Store Owner,Owned,12,Yes,3,148,2026-09-07,False,1
PH15461828748637738403,Motorcycle Loan,2026-06-01,752,22500,Cebu City,15,6,16.49,147741,Male,DIRECT,50,24,Cebu City,Cebu,15482,Beat 110,Transport,Services,Single,Honda,Tricycle/Jeepney Driver,Living with Parents,18,Yes,3,3,2026-12-17,False,0
PH11327183577479629691,Motorcycle Loan,2025-11-04,-1,9000,Caloocan,9,7,21.07,65565,Male,DEALER,34,24,Caloocan,Metro Manila,20583,TMX 125,Construction,Services,Married,TMX,Construction Worker,Rented,13,Yes,6,173,2026-02-13,True,1
PH13162752927597313015,Motorcycle Loan,2025-12-26,-1,16500,Davao,8,6,24.28,96843,Male,ONLINE,28,36,Davao City,Davao del Sur,15821,NMAX 155,Construction,Services,Single,Yamaha,Construction Worker,Living with Parents,9,No,0,154,2026-04-09,True,1
PH11023949303308260005,Motorcycle Loan,2025-10-11,688,14500,Iloilo,25,7,14.77,82324,Male,DEALER,34,24,Iloilo City,Iloilo,20487,Uno 100,Retail,Trading,Live-in,Rusi,Sari-sari Store Owner,Rented,11,No,3,18,2026-02-26,True,0
PH19496913685558977015,Motorcycle Loan,2025-12-13,739,17000,Quiapo Manila,0,0,22.66,88478,Male,DIRECT,25,24,Manila,Metro Manila,22051,ADV 160,Retail,Trading,Single,Honda,Sari-sari Store Owner,Living with Parents,2,No,4,8,2026-05-18,True,0
PH15033711614420277390,Motorcycle Loan,2025-05-05,631,10000,Cubao QC,14,14,23.26,64857,Male,DEALER,31,24,Quezon City,Metro Manila,17360,TMX 125 Alpha,Retail,Trading,Single,Honda,Sari-sari Store Owner,Living with Parents,0,Yes,6,8,2025-10-14,True,0
PH17091419892517015814,Motorcycle Loan,2025-02-25,-1,7000,General Santos,1,1,19.85,66635,Male,DEALER,57,24,General Santos,South Cotabato,19379,Sniper 150,Manufacturing,Manufacturing,Live-in,Yamaha,Employed,Owned,20,No,2,3,2025-08-23,True,0
PH13590089846129544504,Motorcycle Loan,2026-03-13,746,6500,Quiapo Manila,16,8,18.36,60088,Male,DEALER,28,24,Manila,Metro Manila,15666,Beat 110,Retail,Trading,Married,Honda,Other Self Employed,Owned,7,No,1,5,2026-09-17,False,0
PH12707220650050620947,Motorcycle Loan,2026-05-09,652,22500,Cebu City,10,10,18.98,121983,Female,DEALER,28,24,Cebu City,Cebu,15933,NMAX 155,Retail,Trading,Married,Yamaha,Sari-sari Store Owner,Living with Parents,10,No,4,3,2026-09-15,False,0
PH11873279650334772386,Motorcycle Loan,2025-09-07,677,10000,Cubao QC,10,9,23.28,56607,Male,DIRECT,21,24,Quezon City,Metro Manila,12497,Sniper 150,Transport,Services,Married,Yamaha,Tricycle/Jeepney Driver,Owned,2,No,2,42,2026-01-07,True,0
PH10757846097711504778,Motorcycle Loan,2025-12-08,709,16500,Cagayan de Oro,11,9,23.33,153615,Male,DEALER,21,24,Cagayan de Oro,Misamis Oriental,18572,Click 125i,Construction,Services,Single,Honda,Construction Worker,Living with Parents,2,Yes,4,147,2026-04-09,True,1
PH15138576234351880932,Motorcycle Loan,2024-11-10,597,7500,Quiapo Manila,2,1,16.99,52197,Female,DEALER,53,36,Manila,Metro Manila,20980,CT100,Manufacturing,Manufacturing,Married,Kawasaki,Other Self Employed,Owned,20,No,0,0,2025-05-24,True,0
PH18532788709250753362,Motorcycle Loan,2025-05-24,-1,7000,Cebu City,25,2,18.05,50289,Male,DEALER,20,24,Cebu City,Cebu,8849,DLX 110,Transport,Services,Single,Rusi,Tricycle/Jeepney Driver,Rented,1,Yes,4,161,2025-10-05,True,1
PH16198358560236676732,Motorcycle Loan,2024-11-12,-1,20500,Cagayan de Oro,2,1,12.17,112384,Female,DIRECT,49,18,Cagayan de Oro,Misamis Oriental,13803,Barako II 175,Transport,Services,Single,Kawasaki,Tricycle/Jeepney Driver,Living with Parents,1,No,6,187,2025-03-11,True,1
PH19777054067985479054,Motorcycle Loan,2024-11-08,647,15000,General Santos,21,14,20.78,90619,Female,DEALER,52,24,General Santos,South Cotabato,9881,ADV 160,Transport,Services,Single,Honda,Tricycle/Jeepney Driver,Living with Parents,7,Yes,4,190,2025-02-24,True,1
PH15278664783511660582,Motorcycle Loan,2024-10-17,615,9500,Cubao QC,25,20,21.71,53854,Female,DEALER,39,18,Quezon City,Metro Manila,37728,TMX 125 Alpha,Government,Services,Single,Honda,Employed,Living with Parents,20,No,6,0,2025-04-19,True,0
PH14793438920448084190,Motorcycle Loan,2024-09-06,752,14500,Quiapo Manila,1,0,16.86,91489,Female,DIRECT,19,24,Manila,Metro Manila,12530,TMX 125 Alpha,Construction,Services,Married,Honda,Construction Worker,Living with Parents,0,Yes,0,0,2025-02-14,True,0
PH12134301264196265512,Motorcycle Loan,2025-09-03,-1,12000,Iloilo,16,6,17.36,74126,Female,DEALER,27,36,Iloilo City,Iloilo,9612,Click 125i,Transport,Services,Widowed/Separated,Honda,Tricycle/Jeepney Driver,Rented,3,No,3,132,2026-01-03,True,1
PH18685952505081055888,Motorcycle Loan,2026-05-29,687,16500,Davao,4,2,13.49,94321,Female,DIRECT,53,24,Davao City,Davao del Sur,23639,ADV 160,BPO,Services,Single,Honda,Other Self Employed,Owned,11,No,0,3,2026-10-13,False,0
PH12223604639170553369,Motorcycle Loan,2025-04-23,756,12500,Caloocan,8,2,18.02,80096,Male,ONLINE,54,18,Caloocan,Metro Manila,50291,Beat 110,Retail,Trading,Married,Honda,Employed,Owned,3,No,6,0,2025-09-26,True,0
PH14501747651639534451,Motorcycle Loan,2024-08-28,-1,11000,Caloocan,13,13,19.09,82923,Male,DEALER,20,24,Caloocan,Metro Manila,14278,TMX 125,Construction,Services,Single,TMX,Construction Worker,Rented,0,No,1,197,2024-12-02,True,1
PH12637290753983537527,Motorcycle Loan,2025-10-26,-1,11500,Caloocan,15,9,14.79,102474,Male,DEALER,54,18,Caloocan,Metro Manila,20394,Mio Aerox,Retail,Trading,Married,Yamaha,Sari-sari Store Owner,Rented,2,No,4,155,2026-03-06,True,1
PH10356396346894498486,Motorcycle Loan,2024-07-23,723,10500,Cubao QC,28,26,17.68,56468,Male,DIRECT,46,24,Quezon City,Metro Manila,16932,TMX 125,Transport,Services,Married,TMX,Tricycle/Jeepney Driver,Living with Parents,10,No,1,2,2025-01-13,True,0
PH16351547213216800357,Motorcycle Loan,2025-07-17,764,17500,Cebu City,2,0,16.41,115333,Female,DEALER,36,24,Cebu City,Cebu,24324,ADV 160,Retail,Trading,Live-in,Honda,Sari-sari Store Owner,Living with Parents,6,No,4,1,2026-02-01,True,0
PH18159129241518467967,Motorcycle Loan,2026-04-13,646,17000,Quiapo Manila,11,9,22.92,148386,Male,DEALER,53,24,Manila,Metro Manila,24060,TMX 125 Alpha,Retail,Trading,Live-in,Honda,Sari-sari Store Owner,Living with Parents,9,No,3,21,2026-09-15,False,0
PH13722320082496106857,Motorcycle Loan,2024-12-23,-1,11000,Quiapo Manila,0,0,18.88,88405,Male,DEALER,46,24,Manila,Metro Manila,9682,ADV 160,Transport,Services,Live-in,Honda,Tricycle/Jeepney Driver,Living with Parents,15,Yes,3,154,2025-05-14,True,1
PH18121409770284557734,Motorcycle Loan,2024-11-27,695,5000,Iloilo,0,0,20.8,48133,Female,DEALER,46,24,Iloilo City,Iloilo,19020,Click 125i,Government,Services,Widowed/Separated,Honda,Other Self Employed,Rented,6,No,6,3,2025-06-15,True,0
PH14322937742418071181,Motorcycle Loan,2026-04-30,-1,10500,General Santos,17,8,16.12,83047,Male,DEALER,28,24,General Santos,South Cotabato,14112,Sniper 150,Retail,Trading,Married,Yamaha,Sari-sari Store Owner,Rented,7,No,1,13,2026-10-17,False,0
PH15271783404779964677,Motorcycle Loan,2024-12-04,736,19000,Cebu City,20,18,18.95,116083,Male,DEALER,50,24,Cebu City,Cebu,19335,Mio Aerox,Construction,Services,Widowed/Separated,Yamaha,Construction Worker,Living with Parents,11,Yes,3,3,2025-04-04,True,0
PH16267887842272727394,Motorcycle Loan,2025-11-09,-1,6500,Cubao QC,1,1,13.06,45834,Female,DEALER,40,36,Quezon City,Metro Manila,16688,Sniper 150,Transport,Services,Single,Yamaha,Tricycle/Jeepney Driver,Rented,18,No,1,10,2026-05-25,True,0
PH15604174053458340570,Motorcycle Loan,2024-09-19,713,9500,Quiapo Manila,18,12,17.98,65641,Male,DIRECT,24,24,Manila,Metro Manila,18544,ADV 160,Retail,Trading,Single,Honda,Sari-sari Store Owner,Owned,2,No,6,3,2025-03-31,True,0
PH17575790507432572068,Motorcycle Loan,2026-01-01,690,13500,Quiapo Manila,9,2,24.03,78137,Male,DEALER,45,24,Manila,Metro Manila,33576,Uno 100,BPO,Services,Single,Rusi,Employed,Owned,9,No,0,12,2026-06-01,True,0
PH14030234059529367823,Motorcycle Loan,2026-01-27,590,13500,General Santos,25,22,22.35,87227,Male,DEALER,58,24,General Santos,South Cotabato,12355,Mio Aerox,Retail,Trading,Married,Yamaha,Sari-sari Store Owner,Living with Parents,16,No,1,0,2026-07-01,False,0
PH10310379583103775995,Motorcycle Loan,2024-08-24,603,14000,Caloocan,20,1,17.39,73103,Female,DEALER,23,18,Caloocan,Metro Manila,31810,DLX 110,Remittance-dependent,Services,Live-in,Rusi,OFW Dependent,Owned,4,Yes,5,17,2025-03-04,True,0
PH18551167169536169069,Motorcycle Loan,2025-02-27,686,12000,Quiapo Manila,2,1,24.8,67655,Male,DIRECT,33,18,Manila,Metro Manila,17955,Beat 110,Manufacturing,Manufacturing,Single,Honda,Other Self Employed,Rented,13,No,1,8,2025-09-12,True,0
PH16278866997399154687,Motorcycle Loan,2025-11-23,-1,30000,Cebu City,22,10,24.65,155752,Male,ONLINE,56,24,Cebu City,Cebu,11809,Raider R150,BPO,Services,Married,Suzuki,Other Self Employed,Owned,15,No,0,1,2026-06-13,False,0
PH15771728017840620884,Motorcycle Loan,2024-09-13,640,25500,Iloilo,4,1,12.95,140380,Male,DEALER,21,24,Iloilo City,Iloilo,15899,Mio Aerox,Transport,Services,Single,Yamaha,Tricycle/Jeepney Driver,Owned,3,No,0,8,2025-03-06,True,0
PH11676912199803591778,Motorcycle Loan,2024-07-28,-1,10000,Quiapo Manila,25,1,23.24,60061,Male,DEALER,41,12,Manila,Metro Manila,17109,Mio Aerox,Construction,Services,Single,Yamaha,Construction Worker,Owned,15,No,5,7,2024-12-09,True,0
PH13971344562912718049,Motorcycle Loan,2024-06-27,681,5500,Cagayan de Oro,28,8,17.2,48046,Female,DEALER,36,24,Cagayan de Oro,Misamis Oriental,12314,Beat 110,Transport,Services,Single,Honda,Tricycle/Jeepney Driver,Living with Parents,18,No,6,2,2024-11-21,True,0
PH11924509155226959839,Motorcycle Loan,2025-04-17,688,11000,Davao,12,5,17.43,57311,Female,DIRECT,51,36,Davao City,Davao del Sur,11964,TMX 125 Alpha,Transport,Services,Widowed/Separated,Honda,Tricycle/Jeepney Driver,Owned,9,No,6,1,2025-09-01,True,0
PH18949694579783698167,Motorcycle Loan,2025-10-06,680,6500,Cubao QC,26,12,24.16,59965,Male,DEALER,41,24,Quezon City,Metro Manila,8790,Flash 115,Transport,Services,Married,Rusi,Tricycle/Jeepney Driver,Rented,6,Yes,4,9,2026-04-02,True,0
PH10140449174121601611,Motorcycle Loan,2026-02-06,747,13500,General Santos,4,1,24.21,110110,Male,DIRECT,28,18,General Santos,South Cotabato,20774,NMAX 155,Construction,Services,Married,Yamaha,Construction Worker,Rented,5,No,3,18,2026-08-27,False,0
PH18403189241985833331,Motorcycle Loan,2025-04-01,551,9000,Caloocan,21,19,22.89,76747,Female,DIRECT,34,36,Caloocan,Metro Manila,13918,Storm 200,Transport,Services,Single,Rusi,Tricycle/Jeepney Driver,Living with Parents,1,No,0,163,2025-07-31,True,1
PH13205207344822484827,Motorcycle Loan,2025-05-20,727,14500,Quiapo Manila,17,13,23.31,138587,Male,DIRECT,30,24,Manila,Metro Manila,18280,Mio i 125,Construction,Services,Single,Yamaha,Construction Worker,Owned,7,Yes,5,1,2025-09-19,True,0
PH17397390105085207365,Motorcycle Loan,2026-04-09,725,11000,Caloocan,23,13,16.4,84937,Male,DEALER,18,12,Caloocan,Metro Manila,12969,Smash 115,Transport,Services,Single,Suzuki,Tricycle/Jeepney Driver,Living with Parents,0,Yes,3,1,2026-09-03,False,0
